Data,Produto/Categoria,Registros do Dia,Média Esperada,Setor,Prioridade
15/10/2025,Suporte (Tickets),69,30,Atendimento,NORMAL
15/10/2025,Tempo de Entrega (Horas),20,24,Logística,URGENTE
15/10/2025,Novos Leads B2B,65,15,Marketing,NORMAL
15/10/2025,Disponibilidade Site (%),83,99,TI,CRÍTICA
16/10/2025,Eletrônicos (Laptops),72,80,Vendas,ALERTA
16/10/2025,Acessórios (Cabos/Baterias),232,250,Logística,CRÍTICA
16/10/2025,Linha Branca (Washing Machines),62,20,Vendas,NORMAL
16/10/2025,Total faturado (USD),13766,15000,Financeiro,ALERTA
16/10/2025,Suporte (Tickets),27,30,Atendimento,CRÍTICA
16/10/2025,Tempo de Entrega (Horas),21,24,Logística,ALERTA
16/10/2025,Novos Leads B2B,26,15,Marketing,NORMAL
16/10/2025,Disponibilidade Site (%),143,99,TI,NORMAL
17/10/2025,Eletrônicos (Laptops),66,80,Vendas,URGENTE
17/10/2025,Acessórios (Cabos/Baterias),194,250,Logística,URGENTE
17/10/2025,Linha Branca (Washing Machines),15,20,Vendas,CRÍTICA
17/10/2025,Total faturado (USD),15037,15000,Financeiro,NORMAL
17/10/2025,Suporte (Tickets),26,30,Atendimento,ALERTA
17/10/2025,Tempo de Entrega (Horas),17,24,Logística,ALERTA
17/10/2025,Novos Leads B2B,11,15,Marketing,URGENTE
17/10/2025,Disponibilidade Site (%),71,99,TI,URGENTE
18/10/2025,Eletrônicos (Laptops),63,80,Vendas,ALERTA
18/10/2025,Acessórios (Cabos/Baterias),270,250,Logística,NORMAL
18/10/2025,Linha Branca (Washing Machines),24,20,Vendas,NORMAL
18/10/2025,Total faturado (USD),14652,15000,Financeiro,ALERTA
18/10/2025,Suporte (Tickets),46,30,Atendimento,NORMAL
18/10/2025,Tempo de Entrega (Horas),23,24,Logística,ALERTA
18/10/2025,Novos Leads B2B,15,15,Marketing,CRÍTICA
18/10/2025,Disponibilidade Site (%),100,99,TI,NORMAL
19/10/2025,Eletrônicos (Laptops),60,80,Vendas,URGENTE
19/10/2025,Acessórios (Cabos/Baterias),245,250,Logística,URGENTE
19/10/2025,Linha Branca (Washing Machines),18,20,Vendas,URGENTE
19/10/2025,Total faturado (USD),15044,15000,Financeiro,NORMAL
19/10/2025,Suporte (Tickets),43,30,Atendimento,NORMAL
19/10/2025,Tempo de Entrega (Horas),21,24,Logística,ALERTA
19/10/2025,Novos Leads B2B,14,15,Marketing,URGENTE
19/10/2025,Disponibilidade Site (%),73,99,TI,ALERTA
20/10/2025,Eletrônicos (Laptops),81,80,Vendas,NORMAL
20/10/2025,Acessórios (Cabos/Baterias),189,250,Logística,ALERTA
20/10/2025,Linha Branca (Washing Machines),16,20,Vendas,CRÍTICA
20/10/2025,Total faturado (USD),13317,15000,Financeiro,CRÍTICA
20/10/2025,Suporte (Tickets),50,30,Atendimento,NORMAL
20/10/2025,Tempo de Entrega (Horas),71,24,Logística,NORMAL
20/10/2025,Novos Leads B2B,13,15,Marketing,URGENTE
20/10/2025,Disponibilidade Site (%),82,99,TI,CRÍTICA
21/10/2025,Eletrônicos (Laptops),69,80,Vendas,ALERTA
21/10/2025,Acessórios (Cabos/Baterias),188,250,Logística,URGENTE
21/10/2025,Linha Branca (Washing Machines),19,20,Vendas,URGENTE
21/10/2025,Total faturado (USD),13038,15000,Financeiro,URGENTE
21/10/2025,Suporte (Tickets),64,30,Atendimento,NORMAL
21/10/2025,Tempo de Entrega (Horas),21,24,Logística,ALERTA
21/10/2025,Novos Leads B2B,14,15,Marketing,ALERTA
21/10/2025,Disponibilidade Site (%),74,99,TI,URGENTE
22/10/2025,Eletrônicos (Laptops),121,80,Vendas,NORMAL
22/10/2025,Acessórios (Cabos/Baterias),297,250,Logística,NORMAL
22/10/2025,Linha Branca (Washing Machines),18,20,Vendas,URGENTE
22/10/2025,Total faturado (USD),13064,15000,Financeiro,ALERTA
22/10/2025,Suporte (Tickets),24,30,Atendimento,URGENTE
22/10/2025,Tempo de Entrega (Horas),51,24,Logística,NORMAL
22/10/2025,Novos Leads B2B,13,15,Marketing,CRÍTICA
22/10/2025,Disponibilidade Site (%),94,99,TI,CRÍTICA
23/10/2025,Eletrônicos (Laptops),63,80,Vendas,CRÍTICA
23/10/2025,Acessórios (Cabos/Baterias),224,250,Logística,CRÍTICA
23/10/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
23/10/2025,Total faturado (USD),13536,15000,Financeiro,URGENTE
23/10/2025,Suporte (Tickets),25,30,Atendimento,URGENTE
23/10/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
23/10/2025,Novos Leads B2B,23,15,Marketing,NORMAL
23/10/2025,Disponibilidade Site (%),117,99,TI,NORMAL
24/10/2025,Eletrônicos (Laptops),78,80,Vendas,CRÍTICA
24/10/2025,Acessórios (Cabos/Baterias),212,250,Logística,URGENTE
24/10/2025,Linha Branca (Washing Machines),14,20,Vendas,ALERTA
24/10/2025,Total faturado (USD),14696,15000,Financeiro,URGENTE
24/10/2025,Suporte (Tickets),27,30,Atendimento,ALERTA
24/10/2025,Tempo de Entrega (Horas),18,24,Logística,URGENTE
24/10/2025,Novos Leads B2B,13,15,Marketing,ALERTA
24/10/2025,Disponibilidade Site (%),99,99,TI,ALERTA
25/10/2025,Eletrônicos (Laptops),58,80,Vendas,ALERTA
25/10/2025,Acessórios (Cabos/Baterias),199,250,Logística,URGENTE
25/10/2025,Linha Branca (Washing Machines),14,20,Vendas,URGENTE
25/10/2025,Total faturado (USD),14627,15000,Financeiro,CRÍTICA
25/10/2025,Suporte (Tickets),70,30,Atendimento,NORMAL
25/10/2025,Tempo de Entrega (Horas),22,24,Logística,ALERTA
25/10/2025,Novos Leads B2B,27,15,Marketing,NORMAL
25/10/2025,Disponibilidade Site (%),107,99,TI,NORMAL
26/10/2025,Eletrônicos (Laptops),113,80,Vendas,NORMAL
26/10/2025,Acessórios (Cabos/Baterias),284,250,Logística,NORMAL
26/10/2025,Linha Branca (Washing Machines),20,20,Vendas,ALERTA
26/10/2025,Total faturado (USD),15045,15000,Financeiro,NORMAL
26/10/2025,Suporte (Tickets),35,30,Atendimento,NORMAL
26/10/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
26/10/2025,Novos Leads B2B,40,15,Marketing,NORMAL
26/10/2025,Disponibilidade Site (%),86,99,TI,URGENTE
27/10/2025,Eletrônicos (Laptops),119,80,Vendas,NORMAL
27/10/2025,Acessórios (Cabos/Baterias),175,250,Logística,ALERTA
27/10/2025,Linha Branca (Washing Machines),60,20,Vendas,NORMAL
27/10/2025,Total faturado (USD),15034,15000,Financeiro,NORMAL
27/10/2025,Suporte (Tickets),58,30,Atendimento,NORMAL
27/10/2025,Tempo de Entrega (Horas),59,24,Logística,NORMAL
27/10/2025,Novos Leads B2B,11,15,Marketing,CRÍTICA
27/10/2025,Disponibilidade Site (%),83,99,TI,ALERTA
28/10/2025,Eletrônicos (Laptops),104,80,Vendas,NORMAL
28/10/2025,Acessórios (Cabos/Baterias),245,250,Logística,ALERTA
28/10/2025,Linha Branca (Washing Machines),34,20,Vendas,NORMAL
28/10/2025,Total faturado (USD),12243,15000,Financeiro,CRÍTICA
28/10/2025,Suporte (Tickets),24,30,Atendimento,URGENTE
28/10/2025,Tempo de Entrega (Horas),64,24,Logística,NORMAL
28/10/2025,Novos Leads B2B,12,15,Marketing,URGENTE
28/10/2025,Disponibilidade Site (%),89,99,TI,ALERTA
29/10/2025,Eletrônicos (Laptops),79,80,Vendas,URGENTE
29/10/2025,Acessórios (Cabos/Baterias),260,250,Logística,NORMAL
29/10/2025,Linha Branca (Washing Machines),14,20,Vendas,CRÍTICA
29/10/2025,Total faturado (USD),15045,15000,Financeiro,NORMAL
29/10/2025,Suporte (Tickets),22,30,Atendimento,URGENTE
29/10/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
29/10/2025,Novos Leads B2B,11,15,Marketing,ALERTA
29/10/2025,Disponibilidade Site (%),80,99,TI,URGENTE
30/10/2025,Eletrônicos (Laptops),121,80,Vendas,NORMAL
30/10/2025,Acessórios (Cabos/Baterias),182,250,Logística,URGENTE
30/10/2025,Linha Branca (Washing Machines),18,20,Vendas,URGENTE
30/10/2025,Total faturado (USD),15033,15000,Financeiro,NORMAL
30/10/2025,Suporte (Tickets),28,30,Atendimento,URGENTE
30/10/2025,Tempo de Entrega (Horas),24,24,Logística,URGENTE
30/10/2025,Novos Leads B2B,15,15,Marketing,URGENTE
30/10/2025,Disponibilidade Site (%),71,99,TI,ALERTA
31/10/2025,Eletrônicos (Laptops),120,80,Vendas,NORMAL
31/10/2025,Acessórios (Cabos/Baterias),213,250,Logística,URGENTE
31/10/2025,Linha Branca (Washing Machines),17,20,Vendas,URGENTE
31/10/2025,Total faturado (USD),12426,15000,Financeiro,URGENTE
31/10/2025,Suporte (Tickets),36,30,Atendimento,NORMAL
31/10/2025,Tempo de Entrega (Horas),23,24,Logística,URGENTE
31/10/2025,Novos Leads B2B,11,15,Marketing,CRÍTICA
31/10/2025,Disponibilidade Site (%),93,99,TI,URGENTE
01/11/2025,Eletrônicos (Laptops),74,80,Vendas,ALERTA
01/11/2025,Acessórios (Cabos/Baterias),187,250,Logística,URGENTE
01/11/2025,Linha Branca (Washing Machines),30,20,Vendas,NORMAL
01/11/2025,Total faturado (USD),15011,15000,Financeiro,NORMAL
01/11/2025,Suporte (Tickets),66,30,Atendimento,NORMAL
01/11/2025,Tempo de Entrega (Horas),31,24,Logística,NORMAL
01/11/2025,Novos Leads B2B,11,15,Marketing,URGENTE
01/11/2025,Disponibilidade Site (%),71,99,TI,CRÍTICA
02/11/2025,Eletrônicos (Laptops),81,80,Vendas,NORMAL
02/11/2025,Acessórios (Cabos/Baterias),298,250,Logística,NORMAL
02/11/2025,Linha Branca (Washing Machines),14,20,Vendas,CRÍTICA
02/11/2025,Total faturado (USD),15016,15000,Financeiro,NORMAL
02/11/2025,Suporte (Tickets),26,30,Atendimento,CRÍTICA
02/11/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
02/11/2025,Novos Leads B2B,24,15,Marketing,NORMAL
02/11/2025,Disponibilidade Site (%),122,99,TI,NORMAL
03/11/2025,Eletrônicos (Laptops),73,80,Vendas,ALERTA
03/11/2025,Acessórios (Cabos/Baterias),245,250,Logística,CRÍTICA
03/11/2025,Linha Branca (Washing Machines),20,20,Vendas,ALERTA
03/11/2025,Total faturado (USD),12314,15000,Financeiro,ALERTA
03/11/2025,Suporte (Tickets),64,30,Atendimento,NORMAL
03/11/2025,Tempo de Entrega (Horas),18,24,Logística,URGENTE
03/11/2025,Novos Leads B2B,11,15,Marketing,ALERTA
03/11/2025,Disponibilidade Site (%),115,99,TI,NORMAL
04/11/2025,Eletrônicos (Laptops),69,80,Vendas,URGENTE
04/11/2025,Acessórios (Cabos/Baterias),253,250,Logística,NORMAL
04/11/2025,Linha Branca (Washing Machines),28,20,Vendas,NORMAL
04/11/2025,Total faturado (USD),15039,15000,Financeiro,NORMAL
04/11/2025,Suporte (Tickets),24,30,Atendimento,ALERTA
04/11/2025,Tempo de Entrega (Horas),42,24,Logística,NORMAL
04/11/2025,Novos Leads B2B,11,15,Marketing,URGENTE
04/11/2025,Disponibilidade Site (%),84,99,TI,ALERTA
05/11/2025,Eletrônicos (Laptops),56,80,Vendas,URGENTE
05/11/2025,Acessórios (Cabos/Baterias),280,250,Logística,NORMAL
05/11/2025,Linha Branca (Washing Machines),15,20,Vendas,CRÍTICA
05/11/2025,Total faturado (USD),15025,15000,Financeiro,NORMAL
05/11/2025,Suporte (Tickets),32,30,Atendimento,NORMAL
05/11/2025,Tempo de Entrega (Horas),18,24,Logística,CRÍTICA
05/11/2025,Novos Leads B2B,27,15,Marketing,NORMAL
05/11/2025,Disponibilidade Site (%),82,99,TI,ALERTA
06/11/2025,Eletrônicos (Laptops),70,80,Vendas,CRÍTICA
06/11/2025,Acessórios (Cabos/Baterias),214,250,Logística,ALERTA
06/11/2025,Linha Branca (Washing Machines),17,20,Vendas,URGENTE
06/11/2025,Total faturado (USD),12628,15000,Financeiro,CRÍTICA
06/11/2025,Suporte (Tickets),26,30,Atendimento,CRÍTICA
06/11/2025,Tempo de Entrega (Horas),19,24,Logística,CRÍTICA
06/11/2025,Novos Leads B2B,14,15,Marketing,CRÍTICA
06/11/2025,Disponibilidade Site (%),73,99,TI,ALERTA
07/11/2025,Eletrônicos (Laptops),106,80,Vendas,NORMAL
07/11/2025,Acessórios (Cabos/Baterias),250,250,Logística,CRÍTICA
07/11/2025,Linha Branca (Washing Machines),15,20,Vendas,URGENTE
07/11/2025,Total faturado (USD),15015,15000,Financeiro,NORMAL
07/11/2025,Suporte (Tickets),30,30,Atendimento,URGENTE
07/11/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
07/11/2025,Novos Leads B2B,25,15,Marketing,NORMAL
07/11/2025,Disponibilidade Site (%),86,99,TI,URGENTE
08/11/2025,Eletrônicos (Laptops),59,80,Vendas,URGENTE
08/11/2025,Acessórios (Cabos/Baterias),294,250,Logística,NORMAL
08/11/2025,Linha Branca (Washing Machines),16,20,Vendas,ALERTA
08/11/2025,Total faturado (USD),10548,15000,Financeiro,CRÍTICA
08/11/2025,Suporte (Tickets),58,30,Atendimento,NORMAL
08/11/2025,Tempo de Entrega (Horas),61,24,Logística,NORMAL
08/11/2025,Novos Leads B2B,39,15,Marketing,NORMAL
08/11/2025,Disponibilidade Site (%),73,99,TI,ALERTA
09/11/2025,Eletrônicos (Laptops),92,80,Vendas,NORMAL
09/11/2025,Acessórios (Cabos/Baterias),281,250,Logística,NORMAL
09/11/2025,Linha Branca (Washing Machines),29,20,Vendas,NORMAL
09/11/2025,Total faturado (USD),13691,15000,Financeiro,URGENTE
09/11/2025,Suporte (Tickets),30,30,Atendimento,ALERTA
09/11/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
09/11/2025,Novos Leads B2B,14,15,Marketing,CRÍTICA
09/11/2025,Disponibilidade Site (%),87,99,TI,CRÍTICA
10/11/2025,Eletrônicos (Laptops),68,80,Vendas,CRÍTICA
10/11/2025,Acessórios (Cabos/Baterias),284,250,Logística,NORMAL
10/11/2025,Linha Branca (Washing Machines),24,20,Vendas,NORMAL
10/11/2025,Total faturado (USD),13439,15000,Financeiro,CRÍTICA
10/11/2025,Suporte (Tickets),27,30,Atendimento,URGENTE
10/11/2025,Tempo de Entrega (Horas),18,24,Logística,CRÍTICA
10/11/2025,Novos Leads B2B,12,15,Marketing,ALERTA
10/11/2025,Disponibilidade Site (%),75,99,TI,ALERTA
11/11/2025,Eletrônicos (Laptops),80,80,Vendas,URGENTE
11/11/2025,Acessórios (Cabos/Baterias),178,250,Logística,CRÍTICA
11/11/2025,Linha Branca (Washing Machines),18,20,Vendas,URGENTE
11/11/2025,Total faturado (USD),11888,15000,Financeiro,URGENTE
11/11/2025,Suporte (Tickets),39,30,Atendimento,NORMAL
11/11/2025,Tempo de Entrega (Horas),17,24,Logística,CRÍTICA
11/11/2025,Novos Leads B2B,64,15,Marketing,NORMAL
11/11/2025,Disponibilidade Site (%),144,99,TI,NORMAL
12/11/2025,Eletrônicos (Laptops),78,80,Vendas,CRÍTICA
12/11/2025,Acessórios (Cabos/Baterias),182,250,Logística,URGENTE
12/11/2025,Linha Branca (Washing Machines),55,20,Vendas,NORMAL
12/11/2025,Total faturado (USD),12238,15000,Financeiro,ALERTA
12/11/2025,Suporte (Tickets),23,30,Atendimento,URGENTE
12/11/2025,Tempo de Entrega (Horas),47,24,Logística,NORMAL
12/11/2025,Novos Leads B2B,11,15,Marketing,ALERTA
12/11/2025,Disponibilidade Site (%),84,99,TI,ALERTA
13/11/2025,Eletrônicos (Laptops),56,80,Vendas,URGENTE
13/11/2025,Acessórios (Cabos/Baterias),187,250,Logística,URGENTE
13/11/2025,Linha Branca (Washing Machines),15,20,Vendas,ALERTA
13/11/2025,Total faturado (USD),15012,15000,Financeiro,NORMAL
13/11/2025,Suporte (Tickets),45,30,Atendimento,NORMAL
13/11/2025,Tempo de Entrega (Horas),31,24,Logística,NORMAL
13/11/2025,Novos Leads B2B,53,15,Marketing,NORMAL
13/11/2025,Disponibilidade Site (%),95,99,TI,URGENTE
14/11/2025,Eletrônicos (Laptops),86,80,Vendas,NORMAL
14/11/2025,Acessórios (Cabos/Baterias),183,250,Logística,URGENTE
14/11/2025,Linha Branca (Washing Machines),63,20,Vendas,NORMAL
14/11/2025,Total faturado (USD),15035,15000,Financeiro,NORMAL
14/11/2025,Suporte (Tickets),28,30,Atendimento,ALERTA
14/11/2025,Tempo de Entrega (Horas),21,24,Logística,ALERTA
14/11/2025,Novos Leads B2B,11,15,Marketing,ALERTA
14/11/2025,Disponibilidade Site (%),106,99,TI,NORMAL
15/11/2025,Eletrônicos (Laptops),129,80,Vendas,NORMAL
15/11/2025,Acessórios (Cabos/Baterias),254,250,Logística,NORMAL
15/11/2025,Linha Branca (Washing Machines),49,20,Vendas,NORMAL
15/11/2025,Total faturado (USD),13933,15000,Financeiro,URGENTE
15/11/2025,Suporte (Tickets),24,30,Atendimento,URGENTE
15/11/2025,Tempo de Entrega (Horas),53,24,Logística,NORMAL
15/11/2025,Novos Leads B2B,14,15,Marketing,URGENTE
15/11/2025,Disponibilidade Site (%),107,99,TI,NORMAL
16/11/2025,Eletrônicos (Laptops),65,80,Vendas,URGENTE
16/11/2025,Acessórios (Cabos/Baterias),258,250,Logística,NORMAL
16/11/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
16/11/2025,Total faturado (USD),15019,15000,Financeiro,NORMAL
16/11/2025,Suporte (Tickets),55,30,Atendimento,NORMAL
16/11/2025,Tempo de Entrega (Horas),61,24,Logística,NORMAL
16/11/2025,Novos Leads B2B,11,15,Marketing,ALERTA
16/11/2025,Disponibilidade Site (%),139,99,TI,NORMAL
17/11/2025,Eletrônicos (Laptops),67,80,Vendas,URGENTE
17/11/2025,Acessórios (Cabos/Baterias),175,250,Logística,ALERTA
17/11/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
17/11/2025,Total faturado (USD),15023,15000,Financeiro,NORMAL
17/11/2025,Suporte (Tickets),25,30,Atendimento,URGENTE
17/11/2025,Tempo de Entrega (Horas),18,24,Logística,URGENTE
17/11/2025,Novos Leads B2B,12,15,Marketing,CRÍTICA
17/11/2025,Disponibilidade Site (%),139,99,TI,NORMAL
18/11/2025,Eletrônicos (Laptops),74,80,Vendas,URGENTE
18/11/2025,Acessórios (Cabos/Baterias),275,250,Logística,NORMAL
18/11/2025,Linha Branca (Washing Machines),63,20,Vendas,NORMAL
18/11/2025,Total faturado (USD),12705,15000,Financeiro,ALERTA
18/11/2025,Suporte (Tickets),27,30,Atendimento,CRÍTICA
18/11/2025,Tempo de Entrega (Horas),18,24,Logística,URGENTE
18/11/2025,Novos Leads B2B,13,15,Marketing,URGENTE
18/11/2025,Disponibilidade Site (%),92,99,TI,ALERTA
19/11/2025,Eletrônicos (Laptops),59,80,Vendas,CRÍTICA
19/11/2025,Acessórios (Cabos/Baterias),256,250,Logística,NORMAL
19/11/2025,Linha Branca (Washing Machines),21,20,Vendas,NORMAL
19/11/2025,Total faturado (USD),11639,15000,Financeiro,ALERTA
19/11/2025,Suporte (Tickets),26,30,Atendimento,URGENTE
19/11/2025,Tempo de Entrega (Horas),22,24,Logística,URGENTE
19/11/2025,Novos Leads B2B,13,15,Marketing,ALERTA
19/11/2025,Disponibilidade Site (%),88,99,TI,URGENTE
20/11/2025,Eletrônicos (Laptops),128,80,Vendas,NORMAL
20/11/2025,Acessórios (Cabos/Baterias),283,250,Logística,NORMAL
20/11/2025,Linha Branca (Washing Machines),14,20,Vendas,ALERTA
20/11/2025,Total faturado (USD),14831,15000,Financeiro,URGENTE
20/11/2025,Suporte (Tickets),52,30,Atendimento,NORMAL
20/11/2025,Tempo de Entrega (Horas),31,24,Logística,NORMAL
20/11/2025,Novos Leads B2B,14,15,Marketing,ALERTA
20/11/2025,Disponibilidade Site (%),76,99,TI,ALERTA
21/11/2025,Eletrônicos (Laptops),103,80,Vendas,NORMAL
21/11/2025,Acessórios (Cabos/Baterias),257,250,Logística,NORMAL
21/11/2025,Linha Branca (Washing Machines),18,20,Vendas,CRÍTICA
21/11/2025,Total faturado (USD),10554,15000,Financeiro,URGENTE
21/11/2025,Suporte (Tickets),21,30,Atendimento,CRÍTICA
21/11/2025,Tempo de Entrega (Horas),21,24,Logística,URGENTE
21/11/2025,Novos Leads B2B,13,15,Marketing,URGENTE
21/11/2025,Disponibilidade Site (%),110,99,TI,NORMAL
22/11/2025,Eletrônicos (Laptops),69,80,Vendas,CRÍTICA
22/11/2025,Acessórios (Cabos/Baterias),297,250,Logística,NORMAL
22/11/2025,Linha Branca (Washing Machines),39,20,Vendas,NORMAL
22/11/2025,Total faturado (USD),13870,15000,Financeiro,URGENTE
22/11/2025,Suporte (Tickets),57,30,Atendimento,NORMAL
22/11/2025,Tempo de Entrega (Horas),39,24,Logística,NORMAL
22/11/2025,Novos Leads B2B,56,15,Marketing,NORMAL
22/11/2025,Disponibilidade Site (%),91,99,TI,CRÍTICA
23/11/2025,Eletrônicos (Laptops),105,80,Vendas,NORMAL
23/11/2025,Acessórios (Cabos/Baterias),263,250,Logística,NORMAL
23/11/2025,Linha Branca (Washing Machines),17,20,Vendas,ALERTA
23/11/2025,Total faturado (USD),13503,15000,Financeiro,URGENTE
23/11/2025,Suporte (Tickets),71,30,Atendimento,NORMAL
23/11/2025,Tempo de Entrega (Horas),20,24,Logística,URGENTE
23/11/2025,Novos Leads B2B,14,15,Marketing,URGENTE
23/11/2025,Disponibilidade Site (%),85,99,TI,URGENTE
24/11/2025,Eletrônicos (Laptops),56,80,Vendas,URGENTE
24/11/2025,Acessórios (Cabos/Baterias),250,250,Logística,ALERTA
24/11/2025,Linha Branca (Washing Machines),38,20,Vendas,NORMAL
24/11/2025,Total faturado (USD),14504,15000,Financeiro,ALERTA
24/11/2025,Suporte (Tickets),26,30,Atendimento,URGENTE
24/11/2025,Tempo de Entrega (Horas),23,24,Logística,URGENTE
24/11/2025,Novos Leads B2B,31,15,Marketing,NORMAL
24/11/2025,Disponibilidade Site (%),89,99,TI,URGENTE
25/11/2025,Eletrônicos (Laptops),66,80,Vendas,URGENTE
25/11/2025,Acessórios (Cabos/Baterias),253,250,Logística,NORMAL
25/11/2025,Linha Branca (Washing Machines),69,20,Vendas,NORMAL
25/11/2025,Total faturado (USD),15017,15000,Financeiro,NORMAL
25/11/2025,Suporte (Tickets),34,30,Atendimento,NORMAL
25/11/2025,Tempo de Entrega (Horas),22,24,Logística,ALERTA
25/11/2025,Novos Leads B2B,16,15,Marketing,NORMAL
25/11/2025,Disponibilidade Site (%),76,99,TI,ALERTA
26/11/2025,Eletrônicos (Laptops),108,80,Vendas,NORMAL
26/11/2025,Acessórios (Cabos/Baterias),298,250,Logística,NORMAL
26/11/2025,Linha Branca (Washing Machines),20,20,Vendas,CRÍTICA
26/11/2025,Total faturado (USD),14860,15000,Financeiro,URGENTE
26/11/2025,Suporte (Tickets),80,30,Atendimento,NORMAL
26/11/2025,Tempo de Entrega (Horas),19,24,Logística,ALERTA
26/11/2025,Novos Leads B2B,11,15,Marketing,URGENTE
26/11/2025,Disponibilidade Site (%),95,99,TI,URGENTE
27/11/2025,Eletrônicos (Laptops),68,80,Vendas,URGENTE
27/11/2025,Acessórios (Cabos/Baterias),214,250,Logística,URGENTE
27/11/2025,Linha Branca (Washing Machines),15,20,Vendas,URGENTE
27/11/2025,Total faturado (USD),15011,15000,Financeiro,NORMAL
27/11/2025,Suporte (Tickets),39,30,Atendimento,NORMAL
27/11/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
27/11/2025,Novos Leads B2B,50,15,Marketing,NORMAL
27/11/2025,Disponibilidade Site (%),88,99,TI,URGENTE
28/11/2025,Eletrônicos (Laptops),57,80,Vendas,URGENTE
28/11/2025,Acessórios (Cabos/Baterias),239,250,Logística,URGENTE
28/11/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
28/11/2025,Total faturado (USD),14174,15000,Financeiro,URGENTE
28/11/2025,Suporte (Tickets),51,30,Atendimento,NORMAL
28/11/2025,Tempo de Entrega (Horas),56,24,Logística,NORMAL
28/11/2025,Novos Leads B2B,12,15,Marketing,URGENTE
28/11/2025,Disponibilidade Site (%),85,99,TI,URGENTE
29/11/2025,Eletrônicos (Laptops),68,80,Vendas,CRÍTICA
29/11/2025,Acessórios (Cabos/Baterias),250,250,Logística,ALERTA
29/11/2025,Linha Branca (Washing Machines),17,20,Vendas,URGENTE
29/11/2025,Total faturado (USD),13147,15000,Financeiro,URGENTE
29/11/2025,Suporte (Tickets),30,30,Atendimento,URGENTE
29/11/2025,Tempo de Entrega (Horas),63,24,Logística,NORMAL
29/11/2025,Novos Leads B2B,24,15,Marketing,NORMAL
29/11/2025,Disponibilidade Site (%),78,99,TI,CRÍTICA
30/11/2025,Eletrônicos (Laptops),99,80,Vendas,NORMAL
30/11/2025,Acessórios (Cabos/Baterias),198,250,Logística,URGENTE
30/11/2025,Linha Branca (Washing Machines),14,20,Vendas,URGENTE
30/11/2025,Total faturado (USD),11230,15000,Financeiro,ALERTA
30/11/2025,Suporte (Tickets),80,30,Atendimento,NORMAL
30/11/2025,Tempo de Entrega (Horas),24,24,Logística,URGENTE
30/11/2025,Novos Leads B2B,61,15,Marketing,NORMAL
30/11/2025,Disponibilidade Site (%),113,99,TI,NORMAL
01/12/2025,Eletrônicos (Laptops),63,80,Vendas,URGENTE
01/12/2025,Acessórios (Cabos/Baterias),205,250,Logística,URGENTE
01/12/2025,Linha Branca (Washing Machines),54,20,Vendas,NORMAL
01/12/2025,Total faturado (USD),10901,15000,Financeiro,URGENTE
01/12/2025,Suporte (Tickets),21,30,Atendimento,CRÍTICA
01/12/2025,Tempo de Entrega (Horas),50,24,Logística,NORMAL
01/12/2025,Novos Leads B2B,11,15,Marketing,CRÍTICA
01/12/2025,Disponibilidade Site (%),103,99,TI,NORMAL
02/12/2025,Eletrônicos (Laptops),63,80,Vendas,ALERTA
02/12/2025,Acessórios (Cabos/Baterias),240,250,Logística,ALERTA
02/12/2025,Linha Branca (Washing Machines),47,20,Vendas,NORMAL
02/12/2025,Total faturado (USD),12820,15000,Financeiro,CRÍTICA
02/12/2025,Suporte (Tickets),21,30,Atendimento,ALERTA
02/12/2025,Tempo de Entrega (Horas),21,24,Logística,URGENTE
02/12/2025,Novos Leads B2B,30,15,Marketing,NORMAL
02/12/2025,Disponibilidade Site (%),115,99,TI,NORMAL
03/12/2025,Eletrônicos (Laptops),94,80,Vendas,NORMAL
03/12/2025,Acessórios (Cabos/Baterias),286,250,Logística,NORMAL
03/12/2025,Linha Branca (Washing Machines),19,20,Vendas,ALERTA
03/12/2025,Total faturado (USD),14091,15000,Financeiro,ALERTA
03/12/2025,Suporte (Tickets),28,30,Atendimento,URGENTE
03/12/2025,Tempo de Entrega (Horas),20,24,Logística,URGENTE
03/12/2025,Novos Leads B2B,46,15,Marketing,NORMAL
03/12/2025,Disponibilidade Site (%),125,99,TI,NORMAL
04/12/2025,Eletrônicos (Laptops),69,80,Vendas,CRÍTICA
04/12/2025,Acessórios (Cabos/Baterias),175,250,Logística,URGENTE
04/12/2025,Linha Branca (Washing Machines),17,20,Vendas,ALERTA
04/12/2025,Total faturado (USD),10966,15000,Financeiro,CRÍTICA
04/12/2025,Suporte (Tickets),27,30,Atendimento,ALERTA
04/12/2025,Tempo de Entrega (Horas),17,24,Logística,ALERTA
04/12/2025,Novos Leads B2B,43,15,Marketing,NORMAL
04/12/2025,Disponibilidade Site (%),93,99,TI,URGENTE
